text,img,label
几句老人言不要攀不要比不要自己气自己活多干话少说群众心里有秤砣少吃盐多吃醋少打麻将多散步按时睡按时起跑步游泳健身体夫妻爱子女孝家和比啥都重要官再大钱再多阎王照样土里拖行点善积点德心里常念弥勒佛吃点亏吃点苦傻点笨点也是福,3553,0
友情转发招聘别整天胡思乱想能踏实干活有网页设计经验知人有信作品集里少掺点假月薪56K如工作优秀可给些额外甜头舍得网招设计助理53844567qqcom你总监的照片如下美女总监找人各位帮转一下哈,3249,0
转  卖狗肉违法了 国家食品药品监督局11月1日开始集中受理狗肉馆举报举报电话12331 大家扩散出去啊爱狗狗爱动物养狗的爱狗的请果断转发,1611,1
雾都熬晕 然后Marcel这孩子一个激灵 发现一只手在拿花 一只手在搂着腋毛sama 怎么才能拿牌子呢 然后三个人都为这二货笑了,3601,0
犹抱琵琶半遮面 终于被我抓到你先睡觉了大家偷偷看看就好啦不许   她 要不明早她起来后我会死的很惨的爱你们嘻嘻,3269,0
你有没有下班沉默症下班后你是不是不想开口说话数据①831的受访者有不同程度的下班沉默症②IT行业的程序员工程师设计师等易患下班沉默症③596的人下班沉默是因为工作压力大身心疲惫难以兴奋④585的人认为下班沉默会让亲友之间产生隔阂矛盾via中国青年报,3403,0
微评论旅游业需走出门票经济10年前杭州西湖率先尝试免费开放收益口碑双赢10年后全国大多数景点依然票价高企乃至逢节必涨游人叫苦不迭发展旅游不等于门票经济西湖模式虽非唯一但须知一纸门票背后是食住行购娱多元商机从卖门票到卖服务卖文化旅游业亟待转型,4431,0
两人在一起有回忆就是幸福心灵鸡汤今晚跟大伙煲个鸡汤有同感转给喜欢的人晚安图转,4600,0
世界上最温暖的两个字是晚安爱你,4094,0
小鱼美肤志 白天用日霜夜晚用晚霜羽西品牌官方微博 的小太阳和小月亮彻底粉碎我对面霜的傲慢与偏见白天清爽弹润抵御寒风击退细小干燥纹夜晚深层滋养深度睡眠下让肌肤紧实饱满有弹性超贴心的小图标一眼就知用哪个土豪也很人性化哦,3149,0
浮躁风气较盛的今天并不是没有认真做事的人但是认真的利益选择性和目的导向性使很多表面光鲜有好处的事做得一丝不苟精益求精而涉及他人利益默默无闻的辛苦事大多敷衍了事得过且过到底有没有一个让人认真的普国价值,3359,0
转帖5月19日夜三牌楼大街亲身经历绑架事件 南京的姑娘都长点心了现在人贩子太恐怖了via 宫小欣等等等等等等等,2256,1
高清图南京遭暴雨袭击多处道路积水17日至18日凌晨南京遭暴雨袭击大部分地区降水量达50毫米以上市区多处道路积水影响市民出行当地气象台昨日发布暴雨橙色预警信号预计强降水仍将持续,4652,0
网传女警官丢名表开数辆豪车堵度假村公安局的丢了20余万元手表开宝马奔驰堵路10月7日一条关于女警官泡温泉丢名表后因协商无果开车堵住度假村进出口的微博引起网友关注据网友爆料堵车行为造成20余人滞留酒店泰顺警方已介入因失主官大没办法处理,2381,1
出来混迟早是要还的那个MH370的黑匣子不是被探测到在南太平洋4000到6000米的海沟里嘛当我听到这个消息的时候马上就兴奋了起来因为我依稀记得蛟龙号第五次下潜最大深度达7062米那搜这个黑匣子还不是小意思吗刚想蛟龙深潜 突然发现蛟龙成了乌龙了微博都被删光了一刚转,2030,1
王力宏夫妇外出用餐 护妻心切反拍媒体台媒报道王力宏宣布婚讯后与新婚妻子李靓蕾一直十分低调鲜少一同亮相昨日某台湾媒体目击小两口外出就餐护妻心切的王力宏看到被拍后还伸手挡住镜头用手机反拍媒体并劝解道拍够没可以收工了吧详情,2712,0
刘翔12秒97再夺冠 第6次跑进13秒剑指伦敦今晚2012年钻石联赛上海站的比赛上演压轴大戏在男子110米栏的比赛中中国飞人刘翔以12秒97夺冠并打破了12秒99的赛会纪录这也是他个人第6次跑进13秒翔飞人真棒威武s,4149,0
音乐新闻金宇彬亚洲巡回FanMeeting起航韩流Star认证bm缤纷金宇彬所属社透露他将于16日从香港开始展开巡回FM通过去年出演电视剧学校2013继承者们以及电影朋友2使宇彬获得很多人气为报答粉丝的喜爱将以香港台湾上海泰国的顺序陆续展开海外粉丝见面会,4052,0
1亿美元收入的地下暗流起底搜狗秘密联盟产业链搜狗导航把低价买进的流量再高价卖出地下联盟再把搜狗的误导性广告塞进来形成大量的无效点击消耗的是大量广告主的广告投放费用搜狗浏览器 王小川,341,1
微博报讯河南东方今报将中国首位女航天员刘洋聘为其读者俱乐部终身荣誉会员,3532,0
你好明天内蒙古王素毅广西李达球一日之间两名副省级官员被双开这警示用权须秉承敬畏之心常怀戒惧之意今日中国腐败是全民公敌反腐是没有退路的战斗打赢这场硬仗需速战速决也需从长计议用制度将权力关进笼子靠监督让权力在阳光下运行方有清正清廉长治久安,4580,0
酒吧一帅气男子当场被阉割吃惊案发现场莉莉玛莲酒吧一白色保时捷上下来四人进入该酒吧将一男子当场阉割场面极为惨烈及壮观鸡毁人亡飞机睡了不该睡的女人大家引以为戒吧別乱睡別人的女人 是要付出代价的衰via安ANGEL其,1559,1
法国队公布欧洲杯23人名单 古尔库夫落选,3882,0
121104 YJ即使只有一瞬的光线我也能在擦肩而过的瞬间记住你的模样即使轮回无数个世纪我也能在茫茫人海找到你心,3060,0
前几天湖州莉莉玛莲有人被人在酒吧当场把小鸡鸡给切了而且事情闹大了我猜大概是男模上了哪个大哥的女人吧天啊太恐怖了酒吧果然不适合我这种很乖的文艺青年生病泪,1600,1
曝光湾仔码头水饺吃出饰品珠子衰网友minami_e 爆料女儿在湾仔码头WanChaiFerry 的水饺里竟然吃出了2颗饰品珠子承诺产品质量安全的湾仔码头安全何在难道我们有幸吃到了戴耳环的时髦猪真是三生有幸啊衰 这哪儿是湾仔码头分明是湾仔河蚌水饺via脊梁in上海,1335,1
人体降火的方法胃火炽盛则痘痘长牙龈肿口角烂肝火炽盛则头痛头晕睡眠不稳心火上炎则口腔溃疡咽痛咽干失眠肺热火炽则咽喉干疼口干而渴只有合理饮食调养才能达到降火除热的目的转给身边经常上火的人,2726,0
周杰倫圖訊這位周老師好笑呢挖鼻屎 還是好萌呢哈哈可愛,4143,0
泰国签证最新动态 困难或将成为现实衰明年1月2日起泰国将严格区分赴泰旅游团体签证和个人签证个人签证要求申请者自己递交材料自由行必须使用个人签证出境新政策出来之后可能会使一些原本准备自由行的游客为规避麻烦的签证手续而改选跟团游赴泰旅游者或将感觉手续更费钱费时费力囧,470,1
意媒惊曝恒大追卡卡年薪1800万欧 提供三年合同,4680,0
越南乳瓜越南商务部发言人说预计越南乳瓜2013年将全面流入中国的市场流向中国千家万户的餐桌你会想试下吃么  ,873,1
文章和高晓松是一个老师教出来的吗写的悔过书那么一致文章同學 高晓松,1444,1
转四川藏区需要4一10岁小孩的衣服和鞋子新旧不限洗干净就可以地址四川省甘孜藏族石渠县西区长沙贡马乡小学 邮编627350 校长达洼15884044467 如果没有合适的衣服可以邮寄的帮忙转一下贴也好也许您的一下简单复制就能给孩子们一个幸福的明天,2222,1
成都前天一辆8路车被人喊了句冒烟了之后 居然有十多个自带小锤的人掏出锤锤把玻璃砸得稀烂 全部跳车跑了 一个女的跳车的时候还走光了 结果是虚惊 公交司机气的大骂哪个胎神在那乱求喊老子尿都吓出来了海南卫浴专家,291,1
投票亚洲男神,3194,0
因为2块钱特警暴打司机随即被司机一招KO貌似死了在外面别太横你不知道谁是BOSS,1131,1
杰娜求婚两周年 爱上你们守护着你们的幸福是我最想做的事心1027的相遇131的恋情公开55的领证86的婚讯公开915的求婚926的结婚纪念日今天又是一个属于你们两个人的纪念日纪念那句我觉得我要养你一辈子纪念那句谢娜是我老婆了心纪念你们独一无二的爱情张杰 谢娜,4640,0
皇族折戟S3总决赛 新高度收官来年再战是的在中韩电竞世界冠军之争中中国战队再次折戟虽遗憾但技不如人也坦然待磨练提高来年S4我们再战此次比赛是我们距离世界冠军最近的一次无论是皇族还是OMG都在这条路上拼尽了全力你们都是好样的国旗国旗国旗,3348,0
生活热点 信不信由你如果你被匪徒挟持要求输入提款机密码 你可以用倒输入密码的方式去间接报警例如你的密码是123456的話你可以输入654321提款机会识别到你是以倒输方式输入密码提款机会按你要求吐出金额但是会在匪徒不知情的情況下通知警方 請尽可能告诉給每一個人,1651,1
俗话说近猪者吃其实你爱吃根本就不是你的错归根结底是因为你身边的猪太多了,4952,0
调查地沟油的记者李翔死了 身中10余刀惨死他为全国不能吃特供的十多亿草泥马的食品安全努力过他付出了年轻的生命草泥马们请动一下鼠标转发表达一下谢意不过分吧悲伤恭请转发,2162,1
有时候你可以换个方式看看这世界照相机摄影师Joel Robinson的这些自拍照片每一张都把自己缩小然后配合着相应地显得放大了若干倍的日常物件每一张都像爱丽丝漫游仙境般人生难免不如意有时换个方式看这世界你会发现处处有惊喜挤眼,4271,0
花轮对小丸子说等你长大了愿意和我结婚吗小丸子说哎呀不行了啦我挺爱你可不能和你结婚因为在我们家里只可以和自己家里的人结婚比如爸爸娶了妈妈奶奶嫁给了爷爷叔叔娶了婶婶都是这样的于是花轮哭了,4416,0
2359若此生得不到护不了那吾宁愿百年孤独晚安好梦,3549,0
Theyre so cute 复仇Revenge三位主角 Emily VanCamp 和男友 Josh Bowman 以及 Gabriel Mann7月21日西好莱坞,4487,0
北京说事坐鸟10年火车五元的盒饭见所未见闻所未闻如今则个竟在央视上出现鸟五元的盒饭啊列车长还说吃不饱还可以加饭套用郑渊洁 的话说童话都不敢这么写两位大厨实在看不下去了,554,1
人民网微评别让城市沦为阴森鬼域据报道去年国内出现12座新鬼城尽管中央三令五申制止盲目城镇化但一些地方仍然摊大饼式扩张这背后其实是贪图土地财政然而无人居住形同鬼域疯狂造城岂不是劳民伤财城市啊请停下你匆忙的脚步别摧毁农民的田园别制造阴森的鬼域,4954,0
中国扣留越南渔民 越媒叫嚣不放人就开战在霸占着数个南沙岛屿之后越南又开始觊觎西沙群岛并大言不惭地声称西沙群岛也是越南的主权领土在中国扣留了21名越南籍船员和两艘渔船之后一些越南媒体喊话如果中国不释放越南渔民越南海军就应该在南海与中国开战,3476,0
千万注意,1388,1
6月19日父亲节在这专属于爸爸的欢乐节日里舒展疲惫的臂膀卸下肩上的重担放缓职场上匆忙的脚步去广州塔尽情享受一段悠闲活力之旅吧要求关注广州塔官方 新浪广东有着数 评论转发本条微薄时三位好友一句对父亲的祝福既有机会加入父亲节登塔队伍这次我们登上广州塔最高层看夜景哦,4059,0
换国籍与换角度杨澜终于承认自己美国籍身份她说虽然我入了美国籍但我出身于中国所以从原产地角度而言我不出席美国的两会而出席中国的两会是天经地义的天涯社区等转发了深圳论坛这一消息,1928,1
尼玛啊招聘都用咆哮体还玩制服诱惑泪,3878,0
同志MV柏林影展泰迪熊奖最佳影片的同志爱情电影点亮灯光 Keep the Lights On 中文宣传主题曲徐佳瑩MV不怕庆祝土豆超清1080P官方完整版,2849,0
南安普顿Hants的宜家今年第一次卖真的圣诞树25镑一颗由于进了太多卖不出去大减价到5镑之后又狠心直接1镑一颗离着近的去看看还能不能抢颗回家这折扣打的相当于白送了,4191,0
再次提醒谨防宝宝被拐天津阿姨家邻居带着3岁的儿子去超市付账的片刻发现孩子不见了立即找保安求助保安很给力马上对讲机通知关闭所有入口进行排查最后找到了小孩头发被剃了衣服被换了人贩子团伙太恐怖了家长带小孩外出一定要非常谨慎一定,1720,1
影像志对于这样一段感情再多言语也显得苍白50年的爱情六千级天梯爱在这一刻让时间凝固天地静止,3695,0
赵普因曝光皮鞋酸奶封杀几个月差点被革职曝光地沟油的记者李翔身中10余刀被惨杀中国药品打假第一人高敬德在北京被派出所接走3天后离奇死亡曝光毕节五名流浪儿童被冻死的记者李元龙昨天也秘密失踪曝光三聚氰胺的乳业打假第一人44岁的蒋卫锁遇害身亡魔高万丈道已沉睡郭晏平,2220,1
316关于央视的故事CCTV带了一批媒体红马甲周末去315曝光企业采访结果逼宫完成后今天又打给各媒体说他们收到大众钱了让媒体团不要再写了同时反问纸媒难道你们没收到钱,1804,1
对在意的人你反而说不出那么多好听的话但就像看中的那双鞋尽管不像刚得到它时容不得一点灰尘但也决不允许谁踩上一脚他快乐的时候身边可以没有你但搞不定的时候你一定在因为你相信再多的花言巧语福祸相依都经不起时间推敲真正的人际关系始终是日久见人心你是最好的自己,5124,0
日本媒体读卖新闻朝日新闻产经新闻等报纸的苍井空简短声明 本人从即日起正式宣布退出中文微博而且不会再去中国进行任何的活动我要以实际行动来表明态度支持我的国家苍井空 20120903,283,1
如果你用同样的方式来做一件事情却想要获得不同的结果这就是疯狂但这个世界真是一个疯狂的世界大家都想要改变别人改变外境可就是从来不去想一想也许你把眼光收回稍作改变一下自己你的整个世界就改变了牢记此话改变自己,3135,0
Chow Kar Hoo拍的一组Heroes Next Door英雄在香港的照片Madam太帅了,3080,0
都说婚姻是爱情的坟墓原来是好女嫁错了郎爱情不是荣华富贵而是相濡以沫结婚本是一件幸福的事前提是嫁给了会把你当宝的人,4962,0
北京几个闲翻书的好角落1雨枫书馆女性的悦读空间2读易洞最幽雅的免费悦读书房 3墨盒子绘本书馆不想长大的童话世界4时尚廊艺术图书的全球据点5龙之媒广告创意的最新发现 6金融街社区图书馆白领的最新扎堆儿地亲们找个时间咱们去做书男书女吧,4791,0
调查地沟油的记者李翔死了身中10余刀惨死他为全国不能吃特供的十多亿人民的食品安全努力过他付出了年轻的生命请动一下鼠标转发表达一下谢意王克勤 王跃文 薛蛮子,1914,1
我人生中的第一张披萨在进烤箱之前生生被几个一天没吃饭的雌性食肉女青年变成了混合香肠牛肉切糕5555而且负责买菜小分队竟然只顾着买肉啥摆盘用的菜都没给我买彻底崩溃事实上什么文艺调调遇到了饥饿都算个啊弱,3446,0
有工作的人要发愿我们的工作带给别人快乐帮助别人让办法让质量提高这就是工作里的修行和布施  大宝法王,2994,0
哪天去看看随手拍烟台生活烟台公园收费板凳 坐前投币钉子就会下去,1839,1
伤心难过的夜晚你拨通他的电话不用解释只说我很难受我很想哭然后对着话筒大哭他不说话静静地听着你哭等你哭累了只要说一声我去睡了哦明天醒来你忘了给他电话他不会生你的气只会担心你想知道你今天过得好不好但愿你也有一个这样的好朋友陪你笑也陪你哭晚安,4095,0
相声演员侯耀华发的不是我发的,1049,1
火车盒饭只要5元 你吃过吗近日新闻联播cctv记者亲身登上火车报道火车上的东西一点都不贵 火车盒饭5元农民工朋友如果吃不饱还可以加饭网友央视记者是怎么买到火车票的能不能别逗了播新闻联播的人难道没坐过火车 ,972,1
泰国免签中泰外长上周会面探讨互免签证问题新闻,1056,1
传鸟叔天价上春晚 网友不如把钱捐山区韩国艺人鸟叔凭江南 Style迅速走红身价也水涨船高近日有消息称央视欲天价请鸟叔上春晚最新演出费是3首歌180万人民币平均一首歌60万此外还要专机接送对此不少网友表反对称不如捐给贫困山区来得实在 来自新浪娱乐,1406,1
贾静雯首曝女儿正面照 亲嘴庆生10月7日是演员贾静雯 的生日当晚贾静雯在微博中晒出一张与女儿亲嘴的温馨照片并分享了几张女儿亲手绘画的作品感叹要的不就是这平淡的快乐吗这也是贾静雯的爱女梧桐妹的正面照首次曝光详情,2944,0
高考阅卷老师冒死揭露内幕一位自称参加过高考阅卷的教师近日发帖揭露阅卷中不为人知的内幕真相如果所述是真我们不禁惊讶于如此重要的决定一个学生前途命运的考试分数竟然在这样的粗放流程中产生到底有多少学生是这样被耽误的求更多亲历者说法,1242,1
新浪内部人控制的用户黑洞新浪内部技术人员开发了一套微博平台据称现在该平台拥有上亿用户并且规模在不断增加这些用户都是制造的但可以被操纵去评论投票等内部人员利用这些业务让一级代理二级代理去兜售形成了特别利益链条钛爱拍,1940,1
ELIFE E7的镜头采用蓝宝石玻璃保护摄像头的体积要比普通手机摄像头大25倍机身依旧纤薄屏占比大前置摄像头是800w14微米和iphone5相同自动对焦800AC版本的支持LTE等5模8974 3G版支持TD和WCDMA双模12月5号量产12月12号正式开卖将抽取一名转发本文的朋友获得无线传输器Ebox,3355,0
看到昆明发生这样的事情我泪怒七旬老汉靠卖自己种的菜为生一个从执法车上下来了一个年轻人朝马路边摆地摊卖青菜的老汉走来连扇老汉几个耳光连推倒在地老汉到处寻找执法者只想告诉他我从山里骑着烂单车到这里用了3个多小时只想卖点钱给生病卧床的老伴买药via叮叮学会孤独,1445,1
蜡烛蜡烛调查地沟油的记者李翔死了 身中10余刀惨死他为全国不能吃特供的十多亿人民的食品安全努力过他付出了年轻的生命请动一下鼠标转发表达一下谢意不过分吧恭请转发,1481,1
人生总会有不期而遇的温暖和生生不息的希望所以任何时候都不要失望和堕落坚持走下去生活会阳光起来加油我的朋友们,3070,0
在德约身着优衣库参加的第三场比赛中一向稳定的他出现了77个非受迫性失误好歹五盘惊险过关优衣UEunforced error非受迫性失误我对德约新签赞助商后的稳定性忧心忡忡,5076,0
紧急通知大家千万不要再买樱桃今年樱桃里寄生了一种蛆虫 几乎100的樱桃里面都有实验方法找最好看最新鲜的樱桃 放透明玻璃杯中倒进水去后放点盐大约2分钟就会看到这些蛆虫从完好的表皮往外钻刚刚我自己亲子试验 真的出蛆虫了  后面两张图是我自己拍的 吓坏我了  大家告知自己的家人吧 扩散,32,1
于建嵘 有一个叫托尼的英国人卖掉自己在英国老家的三个公司一个庄园两辆跑车来到中国在西安给流浪汉发包子一干就是7年西安的许多流浪人每周一三五的下午在五星街的一间简易房中领走他们的免費晚餐几个包子一碗稀饭评扶危济困才是真正的慈善而不是做秀文史女教师,4529,0
参战明天漳州市中级人民法院二审的郑龙江涉黑案部分辩护律师正在研究案情对细节继续进行分析明天上午八点半正式开庭欢迎旁听广泛大面积刑讯逼供是本案件特点另广泛征集了解漳浦县看守所特审室情况的证人该特审室位于距离看守所大门最远处电话13904527179 我在,4602,0
消息称蜀中制药涉嫌用苹果皮做板蓝根以降成本蜀中制药涉嫌用苹果皮制作板蓝根以降低成本该公司一位文姓副总证实了以上消息称目前已停产1个多月最终处理结果要等省药监局的正式文件蜀中制药缔造者安好义曾表示金杯银杯不如老百姓的口碑只做老百姓买得起的放心药,2758,0
梅西最伟大的24岁莱奥继续冲破所有可能的障碍10大挑战1第四个欧冠冠军2第四个欧冠金靴3击败阿尔塔菲尼14球4连续四次金球奖5第二个西甲金靴6第二个欧洲金靴7第六个西甲冠军7超越劳尔71球9第二个三冠王10击败穆勒单赛季67球世界体育报,4583,0
苹果市值首次超Wintel组合6月3日收盘苹果市值3175亿美元比微软和英特尔市值之和还多大约8亿美元微软市值是20159亿美元英特尔市值是11521亿美元一个非官方的苹果网络博客称这是苹果市值首次超过微软和英特尔组合,4363,0
今天所有相信Temple run有终点并且转发微博的童鞋劳资来毁你们三观了看看 尼玛够不够五亿啊说好的大都市呢说好的尽头呢坑爹啊 有木有啊via 人网友肖智远,4590,0
WiFi杀精于无形 精子DNA受损严重科学研究从健康男子收集精液样本把其放在接收WiFi上网的计算机旁4小时后发现精液竟然熟了 部分更出现DNA受损的情况无线上网期间散发的电磁辐射正是杀精的元凶 男士们注意了珍爱生命远离WiFi,1274,1
美国健身教练德鲁曼宁为体验胖人的烦恼在6个月内增重32公斤随后6个月再减重32公斤曼宁认为许多人以遗传或其他因素作为超重的借口但实际上是否超重应该取决于你自己是否想保持健康曼宁说他没有意识到体重增加造成的影响那改变了他的人际关系甚至影响了他的自信,4828,0
萧亚轩与富商烛光晚餐影片泄露,3917,0
无下限三星支付苹果10亿美元30卡车的5美分硬币今天上午30辆装满5美分硬币的的卡车停在了加利福尼亚州的苹果公司的总部最初安保以为是转移错了地方但是在数分钟之后库克收到一个来自三星CEO的电话电话中解释道这就是他们将要支付给美国苹果公司的10亿美元的罚款,2118,1
传说南方孩子说不了这个蓝教练是女教练吕教练是男教练蓝教练不是男教练吕教练不是女教练蓝南是男篮主力吕楠是女篮主力吕教练在男篮训练蓝南蓝教练在女篮训练吕楠BY人人网友,4824,0
再次提醒谨防宝宝被拐天津阿姨家邻居带着3岁的儿子去超市付账的片刻发现孩子不见了立即找保安求助保安很给力马上对讲机通知关闭所有入口进行排查最后找到了小孩头发被剃了衣服被换了人贩子团伙太恐怖了家长带小孩外出一定要非常谨慎一定,1763,1
我学校一妹子天然呆梦到自己向暗恋的男生表白男生同意了第二天起床以后分不清梦境和回忆看到此男就各种招手各种欢颜笑语各种凑上去红着脸牵手此男一脸茫然就默认两个人好上了三个月后妹子和此男聊天才发现原来她没有表白两人依旧甜蜜菇凉们要不要试一试,2774,0
北大清华等高校选拔四名学生参加麻将世锦赛第三届世界麻将锦标赛将于10月26日在重庆黔江举行参赛者中除了金发碧眼的异国麻将爱好者还有一个特殊的群体高校联队此前由北大清华南开等高校学生参加的京津高校校际选拔赛有四名优秀选手脱颖而出华西都市报PS雀神争霸赛,2870,0
PP君又来现场消息啦拍手 CEO陶闯博士解读2013年度娱乐互动战略给劲 PS网罗全亚洲最新鲜最劲爆的娱乐资讯汇聚精彩内容的PPTV亚娱频道今天上线啦拍手,5036,0
东莞首家新百伦专卖店开业啦网友Air_Sheep 报料东城星河城购物中心 里面开了东莞首家NewBalance中国 专卖店各位童鞋趁着假期不妨去看看吧转给身边喜欢穿NB鞋的Ta啦哈哈,3738,0
很久没有更新了感谢那些一直还在的朋友想说生命这段旅程没有人会在你身边一直陪你走下去人来人往唯有感恩友情如此爱情亦如此晚安,3517,0
中国80吨国库黄金下落不明香港动向财政部央行监察部和审计署已经成立专案组调查存放在八个省市国库内的黄金储备有八十吨下落不明如果属实一定是官员合伙盗窃战乱时期蒋介石历时半年把450万两黄金运往台湾都没丢一两现在国库黄金不翼而飞,74,1
哼看我眼神一场设在大街上的简朴婚礼 主人作为某乡的乡长由衷地感叹没有党就没有我的幸福生活社会主义好社会主义很先进本人也由衷地感叹一年天朝乡十万血花银,1133,1
温暖老人步履蹒跚 少年热心相助2013年7月9日在济南市舜耕路一位77岁的老人推着满载废品的自行车前往废品收购站几位年轻人见状主动上前帮忙新华社,4080,0
天梯首播超感人泪 睇完第一集霖起天梯既故事真系好感动片头,4615,0
国家形象8,3102,0
如果你也有个经常熬夜的朋友请好好珍惜他因为也许不知道什么时候他就死了,4494,0
蜡烛请为这位小女孩点上一支蜡烛这位戴着眼镜努力往前跑的1035号小朋友今年8岁在东部时间4月15日下午2点30分波士顿马拉松爆炸事件中失去了生命小宝贝泪蜡烛天堂的路没有恐怖袭击天堂的路可以自由奔跑蜡烛蜡烛主页君很伤心很愤怒,2424,1
爱四川藏区需要4一10岁小孩的衣服和鞋子新旧不限洗干净就可以地址四川省甘孜藏族石渠县西区长沙贡马乡小学 邮编627350 校长达洼15884044467 如果没有合适的衣服可以邮寄帮忙转一下贴也好也许您的一下简单复制就能给孩子们一个幸福的明天天气冷给孩子们添加些棉衣寄过去吧爱,864,1
目前见过最大的王八据怺逺啲兲岼微博 今天中午11点左右在湖州市南浔新桥下面的河里面发现一只400多斤的甲鱼10几个人才把它抓起来钓技知识大全 快乐垂钓网 蔡奕微 艾素,1992,1
郑州否认20年来没增加1辆出租车坊间传言郑州20年来没有增加1辆出租车近日郑州市交通委副主任曹培林对此予以否认从1994年以来不是没增加1辆出租车而是增加了1辆出租车从1994年的10607辆增加到了现在的10608辆新华网,3016,0
晚安儿童流落街头无人照看天寒地冻之下躲入垃圾桶烧火取暖因一氧化碳中毒而亡给人一种深入骨髓的伤痛儿童的境遇是衡量社会良心的尺子当地政府的缺位社会路人的冷漠导致了这一悲剧但愿5位小天使在天堂不再有寒冷每天都是阳光但愿他们的离去能让更多流浪儿童得到救助,3303,0
国家电网与陕地电抢地发生武斗 祸起利益之争4月25日陕西地方电力集团公司和国家电网陕西省分公司之间发生武斗这已是4年来第二次激烈冲突恶性冲突背后是两家企业争夺供电地盘的矛盾陕地电此番试图从内蒙引进220千伏输电线路以摆脱电源长期受困于西北电网的窘局,2903,0
马航MH370航班失事黑匣子快没电了 搜寻与钟赛跑3月31日美国提供的黑匣子定位打捞设备随澳大利亚海军海盾号支援船从珀斯附近的海军基地出发驶往相关海域预计34天抵达距澳大利亚以西大约1850公里的搜寻海域据了解MH370的黑匣子将会在4月8日停止发出信号人民网,4643,0
别用正在充电的手机接听电话关爱自己和他人切记,2475,1
高考誓师大会学生代表说你是要做高帅富　天天啪啪啪靠草莓味粉木耳还是做屌丝打飞机一辈子旁边老师校领导都看傻眼了这个真NB哈哈 ,4721,0
查地沟油的记者李翔身中10余刀惨死他为不能吃特供的十多亿人民的食品安全付出了年轻的生命我们能为他做的就是动一下鼠标转发表达一下谢意把油放到冰箱里2个小时如果出现白色的泡沫一样就是地沟油炒菜时放一颗剥皮的蒜子蒜子对于黄曲霉素最敏感如果蒜子变红色就是地沟油,55,1
一只救了32条人命的搜救犬牺牲了同样是生命为它默哀吧昨天下午一只军用搜救犬发现一位大爷它就钻进里面结果塌陷了当战士们将其挖出的时候发现军犬的内脏已经砸烂这只狗狗在这几天已经发现了35名幸存者有32名获救听到噩耗狗的主人负责人李指导像失去孩子父亲般失声痛哭,2471,1
贪官董建柱从8楼女部下家裸体逃跑河北省审计厅厅长助理 董建柱色胆包天与女下属偷情被其配偶堵住后裸体攀爬 8 楼管道脱逃奇险震惊网络裸跑跑 一举成名天朝公仆没有最只有更,992,1
第17届釜山电影节开幕红毯汤唯紫色长裙优雅高贵亮相组图,4366,0
法拉利小公主张婷婷车被刮长得好看没的说啊人美招忌啊连旁边的帅哥们都O大了嘴你妹的小公主一开口我一口香蕉差点没吞进去,3134,0
江门寻找一金毛狗失主12月24日平安夜晚10点金华大厦聚宝堂珠宝店门口发现一金毛狗由于本人对狗不太熟悉狗狗睇上毛色光滑齐整平顺手脚同头都较大具体请看图平安夜外面天寒地冻狗狗睇离好累好可怜狗狗主人现在应该好担心了求各种扩散请知情嘅朋友告知狗狗主人或私信我祝各位圣诞快乐,2666,0
微盘 分享了一个文件 AC尼尔森进阶课程数据分析培训89页pdf 欢迎大家下载分享资料来自互联网关于零研的价格分析速度卸货数据化管理,3652,0
深夜一脖许多人问泰国哪个岛屿最好玩我会毫不犹豫说安达曼海中的lipe岛这个尚未完全开发的小岛被四周水晶般澄澈的海水和自然原始珊瑚礁环绕世界上25的热带鱼遨游在岛屿周围水域间只要浮潜即能观赏色彩斑斓形状怪异的珊瑚和鱼类这种美感不是用言语用防水傻瓜机能表达和拍摄出的,3940,0
多地出新规孩子出生超3月报户口需做亲子鉴定近日网传90天的新生儿若不做亲子鉴定户籍部门不给上户口经调查显示西安银川等地确有相关规定民警解释做亲子鉴定是为了证明孩子是你的此政策主要是为防止贩卖儿童,3229,0
WiFi杀精于无形 精子DNA受损严重科学研究从健康男子收集精液样本把其放在接收WiFi上网的计算机旁4小时后发现精液竟然熟了 部分更出现DNA受损的情况无线上网期间散发的电磁辐射正是杀精的元凶 男士们注意了珍爱生命远离WiFi关注学点电脑知识 让你快速成为电脑高手,585,1
紧急发布话筒 刚收到家长私信我实在没粉丝请各位名人与好心人帮忙转发一下刘皓曦男三岁3个月9月1号在陕西渭南北关村被拐家里非常着急求大家把照片转下去发现线索马上与他爸刘成恩18691963447联系10万寻子你每转发一次都有可能带给他一次希望举手之劳好人有好报,2115,1
借势微营销打假斗士方舟子 因不满新浪微博未处理对其人身攻击的用户宣布今日起停止在新浪微博的更新转战搜狐如果方舟子能坚持100天不在新浪微博更新凡转发本条微博者我一人送一台电信版iphone4S是一人一台绝不食言中国电信 将为我撑腰立此为证,1328,1
第一个上不是轮奸李双江之子李天一涉嫌强奸罪被批捕李的76人律师团领队法律大学副校长张爱国教授对媒体表示李天一因是第一个与被害女子发生关系所以不构成轮奸罪只是以判罚较轻的强奸罪批捕这是律师团所有成员共同努力的结果张教授的一番话深受李家一致好评记住啊轮奸要第一个上,794,1
刚刚看到一个签名要是不好好奋斗就不能养儿子因为如果有一天儿子说妈妈我把同学打了他家长要5万医疗费我就可以说什么要5万给你20万再打3次为了成为这么棒的妈妈我要好好奋斗了加油,3343,0
